sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level
SWIMMING,143.25,80.63,110.44,39.4,57.64,157.85,0.6393,1,1,1,1,2
BASKETBALL,77.26,130.63,90.52,138.92,44.18,147.95,0.5817,1,1,1,1,2
OTHER,164.49,154.18,167.1,65.41,40.62,158.92,0.684,0,0,1,0,1
TENNIS,97.38,109.5,169.29,35.55,44.12,154.74,0.5347,1,1,0,0,2
BADMINTON,118.28,107.85,96.75,27.89,12.44,181.56,0.7823,0,0,0,0,0
HOCKEY,56.02,72.39,142.86,61.74,80.74,138.89,0.2345,1,1,1,1,3
BADMINTON,95.39,123.46,112.75,61.85,37.0,169.74,0.7829,1,0,0,0,0
TENNIS,49.75,68.65,95.75,106.5,79.5,127.67,0.1629,1,1,1,1,3
SOCCER,107.49,91.37,152.2,29.69,19.9,175.23,0.8844,0,0,0,0,0
TRACK,62.13,79.51,134.36,79.14,84.05,136.13,0.4156,1,1,1,1,3
RUGBY,104.72,100.14,117.53,68.09,33.95,166.25,0.853,0,0,0,0,0
HOCKEY,117.69,95.47,153.87,20.52,40.37,151.08,0.5934,1,1,1,0,2
HOCKEY,133.92,82.74,145.0,113.64,23.73,159.47,0.6548,0,1,0,0,1
BADMINTON,80.96,136.49,143.74,29.39,14.06,172.31,0.7407,0,0,0,0,0
AMERICAN_FOOTBALL,139.41,85.22,138.91,22.28,39.84,161.72,0.7759,1,1,0,0,1
VOLLEYBALL,82.33,90.57,122.57,58.1,42.27,121.29,0.4004,1,0,1,1,3
HOCKEY,139.18,79.42,90.68,48.04,55.63,164.65,0.5148,0,1,1,0,2
RUGBY,98.97,66.18,80.21,95.77,58.29,157.14,0.6043,0,1,1,1,2
SWIMMING,66.09,77.69,80.21,81.59,69.84,144.99,0.2138,1,1,1,1,3
HOCKEY,130.97,75.28,144.5,115.0,56.86,153.07,0.6523,1,1,1,0,2
RUGBY,140.4,119.01,173.35,55.21,21.95,166.5,0.9705,0,0,0,0,0
SOCCER,85.05,87.62,121.92,86.1,40.8,136.39,0.1958,1,1,1,1,3
CYCLING,98.77,130.95,102.48,40.5,22.71,177.17,0.8214,0,0,0,0,0
TENNIS,77.17,97.91,155.82,61.6,29.03,170.45,0.8604,0,0,0,0,0
HOCKEY,109.11,104.6,161.5,83.41,27.34,170.87,0.9115,0,0,0,0,0
CYCLING,90.11,86.99,103.83,52.92,61.95,159.17,0.5971,0,1,1,0,2
TRACK,105.63,129.92,118.07,31.91,10.29,171.29,0.7129,0,0,0,0,0
CYCLING,111.69,128.63,102.51,37.35,50.42,154.57,0.5012,1,1,0,1,2
SOCCER,77.49,85.07,101.82,82.77,43.33,168.27,0.6875,0,0,1,0,1
AMERICAN_FOOTBALL,102.3,86.48,113.24,53.74,57.8,153.19,0.4816,1,1,0,1,2
SOCCER,141.83,158.86,144.23,98.34,31.4,166.58,0.6833,0,1,0,0,1
OTHER,39.63,71.25,109.07,35.4,59.92,136.95,0.4111,1,0,1,1,3
TENNIS,51.5,90.33,84.91,20.73,47.55,127.82,0.4225,1,1,1,1,3
AMERICAN_FOOTBALL,80.54,139.39,118.27,106.03,15.07,160.84,0.708,1,0,0,0,1
CRICKET,153.12,96.01,151.78,30.91,43.16,166.09,0.648,1,0,0,0,1
CRICKET,101.42,100.65,156.14,28.96,57.05,147.42,0.4379,1,1,1,1,2
HOCKEY,96.99,88.81,153.95,139.08,39.53,163.72,0.5646,0,1,1,1,2
WRESTLING,60.55,42.06,143.77,86.3,48.7,146.89,0.2104,1,0,1,1,3
BASKETBALL,131.39,116.83,98.07,117.18,43.2,171.86,0.6393,0,1,0,0,1
GYMNASTICS,84.44,65.88,76.85,143.84,70.61,151.03,0.1723,1,1,1,1,3
SOCCER,130.85,100.78,92.78,113.78,47.16,164.91,0.6692,1,1,1,1,2
AMERICAN_FOOTBALL,72.83,93.81,124.79,111.69,47.35,163.7,0.4274,0,1,0,1,2
RUGBY,123.05,66.47,139.04,46.71,62.49,162.18,0.5851,1,1,1,0,2
BADMINTON,103.8,76.98,89.09,81.11,35.22,156.82,0.4811,1,1,0,0,2
VOLLEYBALL,89.05,53.32,125.43,149.05,69.43,148.79,0.2985,1,1,1,1,3
BASEBALL,41.88,57.17,83.14,137.69,42.41,126.31,0.3131,1,1,1,1,3
GYMNASTICS,129.03,143.44,139.41,55.37,24.45,170.26,0.7598,0,0,0,0,0
AMERICAN_FOOTBALL,113.94,154.26,122.49,96.62,46.57,155.59,0.6029,1,0,0,0,1
HOCKEY,116.68,171.24,105.59,67.66,21.7,180.97,0.7484,0,1,0,0,0
CRICKET,46.69,47.4,140.15,97.09,64.71,137.03,0.2463,1,1,1,1,3
VOLLEYBALL,125.05,106.1,128.98,44.92,37.62,172.43,0.9875,0,0,0,0,0
RUGBY,98.31,121.36,172.53,110.52,13.79,174.54,0.7866,0,0,1,1,1
RUGBY,122.07,130.91,94.29,74.23,19.78,166.46,0.869,0,0,0,0,0
GYMNASTICS,57.53,58.04,141.91,23.06,65.12,146.04,0.4627,1,1,1,0,3
BADMINTON,154.64,140.53,145.14,78.04,20.78,167.48,0.8294,0,0,0,0,0
CYCLING,60.1,41.19,128.57,40.23,67.88,132.53,0.4517,1,1,1,0,3
OTHER,71.14,123.84,165.44,99.63,60.09,147.62,0.5739,0,1,0,1,2
AMERICAN_FOOTBALL,86.49,100.87,146.24,21.28,10.33,156.39,0.641,1,1,0,0,1
TRACK,147.0,148.64,97.28,86.17,20.24,159.22,0.5872,0,1,0,1,1
TRACK,42.49,106.69,86.35,140.14,78.23,128.25,0.441,1,1,1,1,3
SOCCER,63.46,45.35,114.29,64.66,70.97,130.47,0.2033,1,1,1,1,3
CYCLING,43.36,42.57,145.43,157.13,61.77,136.85,0.2395,1,1,1,1,3
BADMINTON,91.22,81.14,133.75,106.64,62.93,145.7,0.5043,0,1,1,1,2
BADMINTON,77.5,109.99,116.48,44.65,50.66,132.15,0.3622,1,1,0,1,3
GYMNASTICS,77.49,101.95,85.09,56.02,45.33,161.11,0.8046,0,0,1,1,1
BADMINTON,100.85,104.98,166.78,22.08,9.82,178.51,0.9996,0,0,1,0,0
BASKETBALL,91.61,72.12,101.42,70.75,58.33,148.35,0.676,1,1,0,1,2
HOCKEY,134.36,170.41,170.42,79.8,31.77,168.91,0.7085,0,0,0,0,0
SOCCER,78.89,121.08,92.89,99.37,36.76,155.89,0.4542,1,1,0,0,2
WRESTLING,84.76,76.61,127.73,100.4,26.79,154.56,0.4286,0,1,1,0,2
AMERICAN_FOOTBALL,76.95,91.03,168.11,29.8,24.04,177.62,0.9107,1,0,0,0,0
SOCCER,95.11,98.88,108.45,62.47,42.57,172.95,0.6015,0,0,1,1,1
AMERICAN_FOOTBALL,91.19,91.83,106.99,100.23,62.68,122.58,0.2154,1,1,1,0,3
BOXING,124.19,91.21,150.99,98.53,30.42,149.11,0.5553,0,1,1,0,2
SWIMMING,69.26,110.86,99.5,53.37,33.91,162.53,0.4338,0,1,1,1,2
AMERICAN_FOOTBALL,60.89,68.94,105.05,40.13,33.54,158.19,0.5712,1,1,1,1,2
CYCLING,87.73,123.9,87.46,99.38,26.88,166.5,0.745,0,1,0,0,1
OTHER,27.8,44.3,84.21,78.82,57.61,143.13,0.461,1,1,1,1,3
OTHER,91.65,167.22,169.68,93.48,30.53,178.59,0.7376,0,0,0,0,0
WRESTLING,91.74,155.99,119.05,117.8,14.72,173.37,0.8106,0,1,0,1,1
BADMINTON,139.12,110.62,164.47,45.54,30.12,162.51,0.4533,1,1,0,0,2
BADMINTON,151.05,101.22,155.69,75.66,18.84,163.4,0.5958,1,0,0,1,1
BADMINTON,103.47,97.4,125.63,119.47,33.56,155.22,0.4341,0,1,0,1,2
SWIMMING,146.56,145.56,118.7,74.27,15.09,175.24,0.8747,0,0,0,0,0
AMERICAN_FOOTBALL,84.63,115.73,164.25,85.32,35.52,180.48,0.7316,0,0,0,0,0
GYMNASTICS,73.17,81.05,173.44,36.93,21.67,174.06,0.7516,0,0,1,1,1
SOCCER,90.16,122.51,105.14,29.6,49.45,153.39,0.6083,1,0,1,1,2
SOCCER,67.42,85.95,85.68,66.05,24.93,167.19,0.7385,1,0,0,1,1
SWIMMING,37.53,52.03,97.05,155.9,66.02,137.86,0.4866,1,1,1,1,3
VOLLEYBALL,75.39,109.46,133.67,79.51,58.12,124.44,0.2024,1,1,0,1,3
BOXING,119.09,128.87,127.61,22.0,31.32,165.35,0.8654,0,0,0,0,0
TENNIS,112.24,130.16,111.64,97.93,4.1,177.92,0.7964,0,0,0,0,0
AMERICAN_FOOTBALL,136.17,132.53,98.88,78.33,22.24,172.71,0.6346,0,1,0,0,1
BASEBALL,141.4,76.14,150.57,129.99,43.26,152.9,0.4789,1,0,1,1,2
WRESTLING,69.03,94.39,111.46,82.34,78.6,126.7,0.4835,1,1,1,1,3
WRESTLING,71.01,65.63,121.74,69.23,38.11,148.03,0.5759,1,1,1,0,2
CRICKET,118.56,149.33,164.0,41.79,19.6,162.14,0.7969,0,1,0,0,1
BASKETBALL,65.38,99.81,89.0,93.81,36.38,159.42,0.6557,0,1,1,0,2
AMERICAN_FOOTBALL,144.04,114.65,132.19,66.73,34.5,178.28,0.9257,0,0,0,0,0
BASKETBALL,127.57,115.55,142.12,100.98,45.4,170.27,0.7896,0,0,0,1,1
BOXING,164.01,126.82,140.45,75.17,36.6,164.31,0.7702,0,1,0,1,1
TRACK,122.1,95.46,108.47,90.45,23.34,163.44,0.6371,1,1,0,0,1
CRICKET,66.95,120.17,96.53,87.02,40.06,158.83,0.7304,1,1,0,0,1
TRACK,118.37,135.48,169.78,22.73,34.63,172.15,0.9204,0,0,0,0,0
SOCCER,68.54,63.83,141.99,98.07,75.98,132.53,0.438,1,1,1,1,3
TENNIS,111.73,116.31,80.58,40.56,57.51,158.4,0.6339,1,1,1,0,2
HOCKEY,27.28,51.01,125.81,97.14,59.52,131.98,0.2296,0,1,1,1,3
BADMINTON,93.31,121.75,96.55,64.57,46.33,166.26,0.7543,0,0,0,1,1
RUGBY,137.04,130.01,130.77,31.5,21.28,168.18,0.6337,0,1,0,1,1
CRICKET,124.54,142.31,124.03,59.78,29.74,158.07,0.72,0,0,1,1,1
HOCKEY,126.58,132.28,103.75,42.55,31.08,166.49,0.7903,1,0,1,0,1
HOCKEY,136.02,143.74,160.73,79.23,20.78,177.15,0.9176,0,0,0,0,0
SOCCER,130.68,139.4,115.94,86.09,28.23,163.08,0.5837,0,1,0,1,1
HOCKEY,66.89,112.77,123.65,63.91,26.43,164.21,0.7264,1,0,1,0,1
SWIMMING,82.84,43.44,128.14,135.4,52.09,121.38,0.1336,1,1,1,0,3
BADMINTON,64.35,47.13,80.5,128.83,89.71,128.93,0.3115,1,1,1,0,3
VOLLEYBALL,78.91,71.72,108.9,60.36,55.85,141.63,0.3979,0,1,1,1,3
TENNIS,104.35,105.16,117.51,114.01,44.3,156.91,0.6232,1,1,0,0,2
RUGBY,136.63,172.9,113.23,60.69,30.86,169.52,0.8527,0,0,0,0,0
BADMINTON,149.67,136.55,127.54,28.54,14.8,165.07,0.7026,0,1,0,0,1
SOCCER,121.09,105.98,136.22,125.88,43.93,149.98,0.4972,0,0,1,1,2
VOLLEYBALL,73.01,119.14,130.86,92.75,64.23,148.39,0.5676,1,1,1,1,2
TENNIS,33.76,78.73,146.98,122.42,57.03,132.87,0.3144,1,1,1,1,3
TRACK,97.92,38.33,86.62,81.87,47.57,129.65,0.3769,1,1,1,0,3
BOXING,107.88,129.14,115.81,99.63,2.22,177.78,0.9656,0,0,0,0,0
AMERICAN_FOOTBALL,86.96,130.12,158.55,75.56,37.26,157.23,0.6687,1,1,0,0,1
CYCLING,92.46,52.08,108.26,68.78,72.29,140.74,0.165,1,1,1,1,3
AMERICAN_FOOTBALL,44.01,63.44,105.69,120.89,70.41,129.73,0.3831,1,1,1,1,3
SWIMMING,52.37,71.4,75.93,107.15,51.88,127.12,0.4681,1,1,1,1,3
BASKETBALL,75.68,102.78,158.6,38.63,25.18,147.47,0.4305,1,0,1,0,2
CYCLING,129.42,75.76,130.84,122.18,39.77,156.55,0.5626,0,0,1,1,2
CRICKET,149.59,139.81,131.76,50.39,45.13,161.55,0.7233,0,1,0,0,1
AMERICAN_FOOTBALL,71.79,65.7,151.18,152.43,59.02,135.95,0.237,1,1,1,1,3
WRESTLING,67.16,94.3,166.26,67.31,63.58,154.66,0.4479,1,1,1,0,2
CYCLING,151.51,143.99,141.0,92.95,19.9,174.09,0.7216,0,0,0,0,0
TENNIS,74.47,93.89,152.93,50.75,41.14,173.7,0.7286,0,1,0,0,1
RUGBY,164.07,120.57,85.48,113.09,37.63,166.69,0.6636,1,0,0,0,1
BASEBALL,137.63,123.36,148.55,87.27,16.14,173.4,0.8597,0,0,0,0,0
RUGBY,97.19,55.39,150.52,111.08,50.21,128.18,0.1756,1,1,1,0,3
OTHER,64.33,68.16,83.51,96.05,42.03,142.85,0.4317,1,0,1,1,3
TRACK,141.95,115.78,136.28,111.21,32.12,157.18,0.5514,1,0,1,0,2
GYMNASTICS,91.98,136.84,122.03,32.2,27.14,177.82,0.9242,0,0,0,0,0
BOXING,102.02,115.81,138.55,38.27,30.74,171.66,0.8032,1,0,0,1,1
OTHER,38.5,93.29,121.88,155.49,76.54,139.37,0.1234,1,0,1,1,3
SOCCER,90.28,156.58,108.31,68.26,19.0,169.52,0.7309,0,0,0,1,1
VOLLEYBALL,67.32,105.35,119.92,51.17,55.19,125.58,0.4439,1,1,1,1,3
CYCLING,140.64,124.02,158.56,66.24,41.88,155.0,0.6205,1,1,0,0,2
CYCLING,153.4,100.36,132.82,55.03,17.8,168.86,0.8382,0,0,0,0,0
TENNIS,81.21,36.1,118.58,57.27,52.22,150.37,0.127,1,1,1,1,3
HOCKEY,92.83,171.64,129.55,79.2,8.39,172.07,0.7935,0,0,0,0,0
RUGBY,73.4,129.47,81.28,84.45,47.83,159.9,0.4249,1,0,1,0,2
TRACK,40.3,93.14,82.51,23.32,75.95,136.52,0.1963,1,1,1,1,3
TENNIS,104.56,124.66,138.35,69.39,21.19,172.09,0.8704,0,0,0,0,0
BOXING,100.55,99.62,113.93,54.41,30.25,156.95,0.7872,0,1,0,1,1
AMERICAN_FOOTBALL,48.43,91.96,116.75,111.42,48.52,128.87,0.2272,1,1,1,1,3
AMERICAN_FOOTBALL,128.73,139.21,123.52,66.77,19.3,166.95,0.6024,1,1,0,0,1
BADMINTON,145.77,112.99,120.86,51.79,30.0,160.94,0.6439,1,0,0,0,1
WRESTLING,111.51,85.7,120.59,107.0,58.43,154.5,0.5466,0,1,1,0,2
CYCLING,78.23,53.77,105.66,126.55,59.7,146.55,0.429,1,1,1,1,3
TENNIS,74.78,72.83,103.43,21.94,31.71,157.6,0.5301,0,1,0,1,2
TRACK,96.49,78.0,134.25,53.65,42.51,155.12,0.5111,0,1,1,1,2
GYMNASTICS,118.19,165.58,137.93,81.85,11.75,178.2,0.7162,0,0,0,0,0
CYCLING,123.56,143.04,151.24,35.13,0.76,165.94,0.959,0,0,0,0,0
TENNIS,136.71,107.43,95.77,25.94,34.32,174.23,0.9687,0,0,0,0,0
VOLLEYBALL,123.46,128.95,107.06,37.35,3.91,181.2,0.7476,0,0,0,0,0
OTHER,99.34,122.28,100.39,131.46,41.85,157.94,0.5691,0,1,1,0,2
CRICKET,114.79,82.79,88.54,120.13,64.12,157.15,0.5393,0,1,1,1,2
BASEBALL,132.67,111.17,86.92,123.52,53.01,155.16,0.5362,1,0,1,1,2
HOCKEY,81.12,141.95,105.64,95.18,31.68,160.09,0.8024,1,1,0,0,1
OTHER,28.59,51.89,122.73,79.31,61.17,140.76,0.3964,1,1,1,1,3
TENNIS,62.25,111.89,145.03,73.61,61.37,159.95,0.4638,1,1,1,1,2
SOCCER,131.93,117.64,141.62,73.08,32.24,151.23,0.6012,1,1,0,1,2
OTHER,21.12,98.28,81.81,96.42,76.15,136.13,0.3752,0,1,1,1,3
TENNIS,134.74,138.42,102.23,99.74,29.27,152.35,0.6236,1,1,0,1,2
SOCCER,160.67,108.12,97.82,41.3,15.36,164.14,0.6415,0,1,0,0,1
TRACK,72.8,61.04,101.73,99.47,84.31,125.2,0.5028,1,1,1,0,3
TRACK,43.24,99.64,87.75,26.78,55.64,149.93,0.2903,1,1,1,0,3
BADMINTON,160.52,85.21,170.7,104.88,33.55,161.77,0.7744,1,0,1,0,1
TRACK,115.17,89.15,113.98,120.09,28.76,151.03,0.4778,1,0,0,1,2
RUGBY,156.44,118.99,161.49,20.67,12.11,178.15,0.8073,0,0,0,0,0
HOCKEY,64.17,46.12,104.35,65.52,81.46,136.8,0.5095,1,1,1,1,3
OTHER,130.65,146.58,116.03,119.82,39.49,156.13,0.6692,0,0,1,0,1
CRICKET,56.11,60.83,106.34,40.41,78.07,126.67,0.1178,1,1,1,1,3
BOXING,89.17,71.67,151.44,82.75,74.88,143.07,0.4479,1,1,1,1,3
CYCLING,158.24,105.77,168.13,84.91,24.99,161.81,0.7923,1,0,1,0,1
BOXING,67.83,37.32,88.38,73.21,79.7,150.06,0.1738,1,1,1,1,3
VOLLEYBALL,75.0,109.52,133.58,153.17,75.34,138.5,0.3647,1,1,1,1,3
AMERICAN_FOOTBALL,50.36,65.81,140.08,102.61,73.99,126.93,0.4657,1,1,1,1,3
BASKETBALL,149.75,122.75,164.01,36.23,9.77,170.97,0.9155,0,0,0,0,0
BASKETBALL,95.91,68.19,111.33,118.62,51.21,150.93,0.5394,1,1,0,0,2
SOCCER,93.97,89.19,104.67,21.18,28.96,160.23,0.4504,1,1,0,1,2
CRICKET,69.81,86.62,115.26,135.34,50.82,153.58,0.6419,1,0,0,1,2
WRESTLING,78.75,113.15,108.4,109.32,44.82,158.06,0.4724,1,0,1,0,2
BOXING,106.55,94.54,174.44,89.75,47.8,170.47,0.7789,0,1,0,1,1
BASEBALL,79.8,103.39,165.94,134.66,38.57,162.72,0.4649,1,0,1,0,2
VOLLEYBALL,120.16,116.16,166.48,63.98,34.66,165.69,0.8162,1,1,0,0,1
TRACK,76.63,78.21,80.89,48.48,54.67,154.47,0.638,1,1,0,0,2
VOLLEYBALL,76.77,89.12,172.39,61.86,44.53,166.37,0.8026,1,0,0,0,1
BOXING,101.93,132.32,103.6,95.62,41.84,153.05,0.6488,1,1,0,1,2
SOCCER,81.01,119.88,148.16,75.76,24.52,155.32,0.7879,1,0,0,0,1
BASEBALL,106.21,157.66,115.25,42.37,15.07,180.47,0.8555,0,0,0,0,0
GYMNASTICS,144.67,119.18,99.42,47.25,10.49,170.11,0.8929,0,0,0,0,0
TENNIS,110.42,82.32,133.85,78.08,31.87,155.97,0.5387,1,1,1,1,2
AMERICAN_FOOTBALL,118.79,121.87,168.95,37.07,47.62,146.07,0.4469,1,1,1,1,2
CYCLING,162.28,119.68,136.98,74.56,25.71,176.26,0.9359,0,0,0,0,0
RUGBY,65.21,82.24,93.45,70.42,63.72,158.0,0.5234,0,1,0,1,2
BOXING,154.03,96.89,123.55,93.87,24.11,161.52,0.7993,1,1,0,0,1
BASKETBALL,99.07,122.63,160.53,51.8,18.63,160.32,0.6481,1,1,0,0,1
BOXING,26.6,64.37,125.24,29.33,54.71,128.25,0.417,1,1,1,1,3
VOLLEYBALL,30.01,78.2,77.17,26.93,59.86,127.53,0.3556,1,1,1,1,3
WRESTLING,90.22,111.8,155.05,94.33,34.74,171.96,0.7574,0,0,0,0,0
TENNIS,144.9,98.31,138.61,36.82,59.24,162.09,0.4997,1,1,1,0,2
AMERICAN_FOOTBALL,96.67,134.09,121.37,41.45,10.1,173.1,0.6734,1,0,0,0,1
SWIMMING,103.36,107.06,153.7,96.03,18.5,163.28,0.6696,0,1,0,0,1
OTHER,166.64,118.81,150.56,86.04,2.94,164.24,0.7127,0,0,0,0,0
HOCKEY,71.56,104.12,114.82,155.08,48.54,129.78,0.3395,1,1,0,1,3
BADMINTON,85.39,95.22,112.54,126.06,65.95,126.62,0.3451,1,1,1,1,3
AMERICAN_FOOTBALL,32.68,53.66,145.64,72.51,61.52,124.71,0.4894,1,0,1,1,3
SWIMMING,120.3,65.88,169.76,47.79,49.85,156.31,0.4263,1,0,1,1,2
BOXING,86.07,36.36,85.3,47.06,74.39,126.89,0.3091,1,1,1,1,3
SWIMMING,68.73,76.07,120.34,95.81,51.86,146.77,0.4823,0,1,1,0,2
AMERICAN_FOOTBALL,102.64,162.03,125.82,92.95,36.46,178.51,0.9888,0,0,0,0,0
WRESTLING,116.8,151.54,113.26,77.14,26.65,178.64,0.8048,1,0,0,0,0
RUGBY,86.72,101.75,151.55,128.49,47.96,153.56,0.5177,0,1,1,0,2
CRICKET,89.59,84.64,140.13,43.74,15.86,172.7,0.6195,1,1,0,0,1
TENNIS,139.9,153.13,125.23,73.46,31.68,170.29,0.7773,0,0,0,0,0
GYMNASTICS,67.64,85.43,136.6,38.59,46.67,174.23,0.8064,0,1,0,0,1
CRICKET,72.54,90.29,171.02,88.53,33.05,158.48,0.7528,0,0,0,1,1
BASKETBALL,75.57,49.32,93.35,26.46,40.07,140.56,0.182,1,1,0,1,3
VOLLEYBALL,128.47,133.76,173.08,59.46,49.96,162.62,0.717,1,0,0,0,1
TRACK,167.4,145.63,165.4,46.6,28.03,163.12,0.915,0,0,0,0,0
SOCCER,91.08,91.21,139.43,89.65,89.7,122.06,0.2964,0,1,1,1,3
AMERICAN_FOOTBALL,106.91,141.42,135.55,100.7,48.04,160.73,0.7676,0,0,1,0,1
TENNIS,92.3,113.51,140.76,82.34,2.84,180.61,0.7952,0,0,0,0,0
VOLLEYBALL,68.67,69.56,124.24,67.64,50.52,144.0,0.3475,1,0,1,1,3
RUGBY,30.36,107.16,105.43,46.72,82.97,126.2,0.493,1,1,1,1,3
AMERICAN_FOOTBALL,131.61,134.77,170.92,44.6,22.86,175.21,0.7397,0,0,0,0,0
BADMINTON,73.07,127.97,119.3,113.26,21.44,158.99,0.6596,0,1,0,0,1
CYCLING,57.96,102.74,120.27,47.67,62.7,151.8,0.5958,0,1,1,1,2
CRICKET,155.72,157.4,92.71,47.77,46.87,172.43,0.6525,0,0,1,0,1
SOCCER,89.58,89.29,89.88,101.08,26.25,146.37,0.6176,1,1,1,0,2
BASEBALL,87.24,54.89,132.61,106.45,67.89,135.74,0.3571,1,1,1,1,3
CRICKET,133.53,98.71,104.89,53.35,22.23,167.23,0.6723,1,0,0,1,1
SWIMMING,47.44,76.4,127.54,102.24,59.39,122.55,0.3409,1,1,1,1,3
CRICKET,136.41,155.97,145.09,64.43,29.72,163.12,0.7154,0,0,0,0,0
OTHER,164.72,104.76,137.3,112.32,21.71,171.72,0.749,0,1,0,1,1
BADMINTON,44.41,53.03,81.29,88.92,89.0,134.68,0.2002,1,1,1,1,3
AMERICAN_FOOTBALL,99.8,163.62,156.89,89.05,22.0,173.81,0.7354,0,0,0,0,0
VOLLEYBALL,85.59,91.97,81.22,88.48,80.04,145.58,0.1307,1,1,1,1,3
BASEBALL,70.47,103.07,125.11,48.53,47.23,153.17,0.5264,0,1,1,0,2
CRICKET,127.22,139.89,105.77,51.12,57.12,145.21,0.5606,1,1,0,0,2
BADMINTON,160.8,173.16,93.17,65.47,12.44,175.01,0.7061,0,0,0,0,0
GYMNASTICS,132.33,161.36,142.18,62.45,5.06,165.67,0.9303,0,0,0,0,0
BASKETBALL,84.69,87.08,149.69,70.84,64.14,154.25,0.4265,1,1,0,1,2
SWIMMING,84.78,112.86,88.26,49.25,23.7,166.53,0.7109,0,1,1,0,1
BASEBALL,73.1,60.5,113.6,127.88,59.54,126.0,0.186,1,1,1,1,3
BASKETBALL,167.44,127.19,119.91,29.85,28.72,178.81,0.8151,0,0,0,0,0
RUGBY,75.42,144.85,101.49,102.15,38.88,160.23,0.5155,0,0,1,1,2
CRICKET,95.69,163.43,113.52,83.34,41.54,161.89,0.6015,0,0,1,0,1
BASKETBALL,98.12,169.79,156.4,78.94,36.65,174.49,0.9646,0,0,0,0,0
AMERICAN_FOOTBALL,27.56,53.25,142.67,71.85,77.35,145.38,0.4368,1,1,1,1,3
SWIMMING,96.42,91.39,138.37,71.63,17.97,180.93,0.8369,0,0,0,0,0
CRICKET,52.9,63.96,142.8,70.17,42.29,141.55,0.4417,1,1,1,1,3
GYMNASTICS,158.48,97.68,147.23,81.41,14.13,178.86,0.7649,0,0,0,0,0
GYMNASTICS,63.09,103.58,106.06,105.49,59.11,162.96,0.5858,1,1,0,0,2
VOLLEYBALL,70.39,95.63,76.95,140.96,42.08,125.6,0.4983,1,1,1,1,3
WRESTLING,70.69,79.76,122.66,71.39,50.36,155.56,0.5784,1,0,1,1,2
BADMINTON,150.91,84.43,151.54,35.6,30.54,160.43,0.657,0,1,0,0,1
RUGBY,106.46,73.75,90.08,133.4,35.13,163.95,0.4692,0,1,1,1,2
BASEBALL,126.97,105.61,127.55,104.32,47.39,160.62,0.658,1,0,0,1,2
VOLLEYBALL,85.57,83.64,140.31,112.48,51.62,160.16,0.6759,1,1,1,1,2
OTHER,55.94,94.56,147.9,90.9,44.45,129.51,0.1962,1,1,1,1,3
SWIMMING,80.89,121.53,171.52,95.76,16.36,178.05,0.9539,0,0,0,0,0
AMERICAN_FOOTBALL,154.46,150.24,93.6,76.59,1.45,171.07,0.9595,0,0,0,0,0
RUGBY,136.11,139.94,139.76,25.16,23.05,162.76,0.8765,0,0,0,0,0
TRACK,154.5,91.82,92.57,77.16,11.43,173.46,0.7535,0,1,0,0,1
TRACK,88.73,106.19,146.71,67.61,55.07,145.61,0.4161,1,1,0,1,3
SOCCER,131.95,119.05,136.84,42.14,33.63,153.04,0.5863,0,1,1,0,2
CRICKET,47.33,57.47,85.67,114.23,64.6,139.84,0.4287,1,1,1,1,3
WRESTLING,159.27,97.19,115.36,75.07,31.8,166.31,0.8945,0,0,0,0,0
CRICKET,141.26,133.04,146.41,94.4,35.58,168.43,0.7895,0,0,0,0,0
BOXING,129.53,165.61,109.64,42.09,18.24,174.97,0.735,0,0,0,0,0
GYMNASTICS,144.14,152.63,90.98,91.97,13.22,166.45,0.7118,0,1,0,0,1
VOLLEYBALL,126.25,93.68,127.94,29.12,59.73,145.52,0.4825,1,1,1,1,2
WRESTLING,169.6,167.23,157.1,42.95,29.89,178.83,0.8175,0,0,0,0,0
TRACK,101.37,92.93,147.11,109.05,34.5,155.79,0.4466,1,1,1,1,2
BOXING,78.24,106.41,81.53,60.98,73.63,138.47,0.4066,1,1,1,0,3
BASKETBALL,108.22,172.34,150.41,54.02,25.47,175.62,0.9487,0,0,0,0,0
TENNIS,125.56,117.59,137.01,119.8,28.56,159.47,0.7271,0,0,0,1,1
CRICKET,133.17,108.63,112.19,54.87,17.38,170.95,0.7369,0,0,0,0,0
GYMNASTICS,82.99,81.67,122.5,40.07,44.15,146.68,0.6239,1,1,1,1,2
CRICKET,86.29,128.3,93.03,31.68,51.43,160.37,0.5061,1,1,1,0,2
RUGBY,69.4,105.9,99.84,90.07,45.2,135.76,0.2539,1,1,1,1,3
RUGBY,96.39,79.42,140.57,50.83,64.21,127.47,0.4316,1,1,0,1,3
CYCLING,57.3,81.15,122.02,53.96,34.22,158.83,0.6673,1,1,1,0,2
BOXING,94.08,119.62,161.22,71.51,28.61,149.48,0.4298,1,1,1,0,2
WRESTLING,123.32,118.33,158.6,69.68,55.1,148.33,0.4769,1,1,0,0,2
CYCLING,152.48,170.17,98.87,83.52,18.82,178.6,0.9578,0,0,0,0,0
VOLLEYBALL,106.63,80.97,124.22,98.5,35.09,147.27,0.662,0,0,1,1,2
VOLLEYBALL,72.56,69.31,154.35,105.85,75.57,122.02,0.2315,1,1,1,1,3
